CustomerID,Gender,Age,Married,Number of Dependents,Zip Code,Number of Referrals,Tenure in Months,Offer,Phone Service,Internet Service,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Customer Status,Churn Category,Churn Reason
8601-QACRS,Female,54,No,0,92028,0,5,Offer E,Yes,Yes,Month-to-Month,Yes,Mailed Check,50.6,455.45,0.0,Churned,Competitor,Competitor made better offer
8603-IJWDN,Male,41,No,0,94564,0,1,Offer E,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,92.03,0.0,Churned,Competitor,Competitor offered higher download speeds
8605-ITULD,Female,21,No,0,95934,0,1,None,Yes,No,Month-to-Month,No,Credit Card,19.55,24.65,0.0,Joined,,
8606-CIQUL,Male,77,Yes,1,92591,1,72,Offer A,Yes,Yes,Two Year,Yes,Credit Card,115.75,10725.31,0.0,Stayed,,
8606-OEGQZ,Female,45,No,2,95320,0,18,Offer D,Yes,No,Two Year,No,Credit Card,25.3,998.61,0.0,Stayed,,
8608-OZTLB,Male,59,Yes,3,95703,4,38,None,Yes,Yes,One Year,No,Bank Withdrawal,74.05,3997.4,0.0,Stayed,,
8610-WFCJF,Female,53,Yes,0,94303,2,49,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,7215.37,0.0,Churned,Competitor,Competitor offered higher download speeds
8610-ZIKJJ,Female,57,Yes,2,91042,2,2,None,Yes,No,One Year,No,Credit Card,20.3,102.74000000000001,0.0,Joined,,
8612-GXIDD,Male,55,Yes,3,92404,8,12,Offer D,Yes,No,Two Year,Yes,Bank Withdrawal,25.4,842.44,0.0,Stayed,,
8614-VGMMV,Female,33,No,0,92503,0,15,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.1,825.1999999999999,0.0,Churned,Competitor,Competitor had better devices
8617-ENBDS,Male,29,No,0,92342,0,3,None,Yes,Yes,Month-to-Month,Yes,Credit Card,73.6,324.52,0.0,Joined,,
8619-IJNDK,Female,64,Yes,0,92703,10,71,None,Yes,Yes,Two Year,No,Credit Card,-10.0,4827.3099999999995,0.0,Stayed,,
8620-RJPZN,Female,27,No,0,94022,0,1,None,Yes,No,Month-to-Month,No,Bank Withdrawal,20.7,66.56,0.0,Joined,,
8621-MNIHH,Female,75,Yes,0,95653,1,34,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3315.4700000000003,0.0,Churned,Competitor,Competitor had better devices
8622-ZLFKO,Female,56,Yes,0,93710,1,6,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,652.35,0.0,Stayed,,
8623-TMRBY,Male,80,Yes,0,91915,2,51,Offer B,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,6368.63,0.0,Churned,Competitor,Competitor offered more data
8623-ULFNQ,Female,79,No,0,90703,0,26,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,66.05,1966.74,47.73,Stayed,,
8624-GIOUT,Female,40,No,0,92273,0,49,Offer B,Yes,Yes,Month-to-Month,Yes,Credit Card,59.75,4691.93,0.0,Churned,Other,Don't know
8625-AZYZY,Male,51,Yes,0,92539,2,24,Offer C,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.65,2614.45,0.0,Churned,Competitor,Competitor made better offer
8626-PTQGE,Male,62,No,0,92026,0,69,None,No,Yes,Two Year,Yes,Bank Withdrawal,60.05,4176.7,41.21,Stayed,,
8626-XHBIE,Male,48,No,3,93656,0,56,Offer B,Yes,No,Two Year,Yes,Credit Card,24.8,2682.52,0.0,Stayed,,
8627-EHGIP,Male,38,No,0,95838,0,44,Offer B,No,Yes,One Year,Yes,Credit Card,53.95,2375.4,0.0,Churned,Competitor,Competitor offered more data
8627-ZYGSZ,Male,32,Yes,0,90220,8,47,Offer B,Yes,Yes,One Year,Yes,Bank Withdrawal,78.9,5507.79,0.0,Stayed,,
8628-MFKAX,Female,79,Yes,0,94806,6,72,Offer A,Yes,Yes,Two Year,Yes,Credit Card,116.75,9339.05,0.0,Stayed,,
8630-FJLIB,Female,35,No,0,95130,0,18,Offer D,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,1835.81,0.0,Stayed,,
8630-QSGXK,Male,39,Yes,0,92372,10,51,Offer B,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.2,4410.74,0.0,Stayed,,
8631-NBHFZ,Male,71,Yes,0,92382,1,66,None,Yes,Yes,Two Year,No,Credit Card,79.4,7286.58,0.0,Churned,Competitor,Competitor offered higher download speeds
8631-WUXGY,Female,26,No,2,95954,0,46,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,5196.71,0.0,Stayed,,
8631-XVRZL,Male,40,No,0,95720,0,9,Offer E,Yes,No,One Year,Yes,Mailed Check,20.15,601.19,0.0,Stayed,,
8634-CILSZ,Male,52,No,0,92109,0,69,Offer A,Yes,Yes,One Year,Yes,Bank Withdrawal,104.7,8630.710000000001,0.0,Churned,Competitor,Competitor made better offer
8634-MPHTR,Male,68,Yes,0,95941,1,47,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.05,5292.64,0.0,Churned,Attitude,Attitude of support person
8637-XJIVR,Female,34,No,3,90292,0,12,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,1311.43,0.0,Churned,Attitude,Attitude of support person
8639-NHQEI,Female,26,Yes,3,96086,9,72,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.9,7807.349999999999,0.0,Stayed,,
8640-SDGKB,Male,39,No,0,90066,0,4,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,415.26,0.0,Churned,Attitude,Attitude of support person
8642-GVWRF,Female,25,Yes,0,95010,1,2,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.7,222.72,0.0,Churned,Competitor,Competitor had better devices
8644-XLFBW,Male,65,No,0,92532,0,1,Offer E,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,100.11000000000001,0.0,Churned,Competitor,Competitor offered more data
8644-XYTSV,Male,37,Yes,0,95303,1,42,Offer B,No,Yes,Month-to-Month,Yes,Bank Withdrawal,40.15,1626.05,0.0,Stayed,,
8645-KOMJQ,Male,20,Yes,2,93647,1,69,Offer A,Yes,Yes,Two Year,Yes,Bank Withdrawal,81.95,8993.439999999999,0.0,Stayed,,
8645-KWHJO,Male,47,No,0,91776,0,14,Offer D,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.0,771.95,0.0,Stayed,,
8646-JCOMS,Female,43,Yes,0,90270,6,66,Offer A,Yes,Yes,One Year,Yes,Bank Withdrawal,90.55,6904.469999999999,0.0,Stayed,,
8647-SDTWQ,Male,59,Yes,2,95639,4,57,Offer B,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3,6935.5,0.0,Stayed,,
8648-PFRMP,Female,71,No,0,95536,0,14,None,No,Yes,Two Year,Yes,Bank Withdrawal,46.35,672.7,0.0,Stayed,,
8650-RHRKE,Male,27,No,0,95361,0,4,Offer E,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.65,118.5,0.0,Churned,Dissatisfaction,Limited range of services
8651-ENBZX,Female,68,No,0,95636,0,60,None,Yes,Yes,One Year,Yes,Bank Withdrawal,106.0,8614.8,0.0,Churned,Price,Long distance charges
8652-YHIYU,Female,30,No,3,95125,0,16,Offer D,Yes,Yes,One Year,Yes,Credit Card,79.5,1699.88,0.0,Stayed,,
8654-DHAOW,Female,47,No,0,95225,0,2,Offer E,Yes,Yes,Month-to-Month,No,Credit Card,54.15,154.25,0.0,Joined,,
8659-HDIYE,Female,68,No,0,90067,0,64,None,Yes,Yes,Two Year,No,Credit Card,74.65,6642.150000000001,47.04,Stayed,,
8659-IOOPU,Female,25,Yes,2,95039,4,71,Offer A,Yes,Yes,Two Year,No,Bank Withdrawal,100.45,9443.06,16.12,Stayed,,
8660-BUETV,Female,37,No,0,92501,0,3,None,Yes,Yes,Month-to-Month,No,Credit Card,44.75,262.72,0.0,Joined,,
8661-BOYNW,Female,38,Yes,0,93667,1,72,Offer A,Yes,Yes,Two Year,Yes,Credit Card,84.4,6474.45,0.0,Stayed,,
8663-UPDGF,Female,54,No,0,90605,0,26,Offer C,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.5,2460.45,0.0,Stayed,,
8665-UTDHZ,Male,27,Yes,0,90029,1,1,None,No,Yes,Month-to-Month,No,Bank Withdrawal,30.2,30.2,0.0,Churned,Competitor,Competitor had better devices
8668-KNZTI,Male,42,No,0,95834,0,52,None,Yes,Yes,One Year,No,Bank Withdrawal,53.75,5281.450000000001,43.12,Stayed,,
8670-ERCJH,Male,33,No,0,94028,0,72,Offer A,Yes,Yes,Two Year,No,Bank Withdrawal,113.4,8348.42,0.0,Stayed,,
8670-MEFCP,Female,23,Yes,2,93668,7,36,None,Yes,Yes,Two Year,Yes,Credit Card,92.9,4838.6900000000005,0.0,Stayed,,
8671-KKKOS,Female,50,Yes,0,95360,3,46,Offer B,No,Yes,Month-to-Month,No,Bank Withdrawal,45.55,2062.15,0.0,Stayed,,
8672-OAUPW,Male,48,No,0,92883,0,51,None,Yes,Yes,One Year,No,Credit Card,47.85,4222.84,18.39,Stayed,,
8676-OOQEJ,Male,52,No,0,92304,0,4,None,No,Yes,Month-to-Month,No,Bank Withdrawal,30.5,118.4,0.0,Stayed,,
8676-TRMJS,Male,27,No,0,90504,0,3,None,Yes,Yes,Month-to-Month,No,Credit Card,75.0,312.57,0.0,Churned,Dissatisfaction,Limited range of services
8677-HDZEE,Female,42,No,0,92561,0,56,Offer B,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.45,6056.95,0.0,Stayed,,
8679-JOEVF,Female,75,No,0,95838,0,16,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,59.4,1613.1799999999998,0.0,Churned,Price,Price too high
8679-LZBMD,Male,30,Yes,0,93643,7,44,None,Yes,Yes,One Year,Yes,Bank Withdrawal,90.65,5019.15,0.0,Stayed,,
8680-CGLTP,Male,35,No,0,94946,0,29,Offer C,Yes,Yes,One Year,Yes,Bank Withdrawal,58.75,1978.2,0.0,Stayed,,
8681-ICONS,Male,20,Yes,1,95822,5,29,None,Yes,No,Month-to-Month,Yes,Mailed Check,20.65,1369.4099999999999,0.0,Stayed,,
8685-WHQPW,Female,79,No,0,92110,0,22,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,1804.58,0.0,Churned,Competitor,Competitor had better devices
8687-BAFGU,Male,34,No,0,93612,0,1,Offer E,Yes,Yes,Month-to-Month,No,Bank Withdrawal,74.0,97.7,0.0,Joined,,
8690-UPCZI,Male,26,Yes,2,90004,5,29,Offer C,Yes,Yes,One Year,No,Bank Withdrawal,69.05,3062.75,0.0,Stayed,,
8690-ZVLCL,Female,49,Yes,1,90038,10,68,None,Yes,Yes,Two Year,No,Credit Card,88.0,9160.58,0.0,Stayed,,
8695-ARGXZ,Male,66,Yes,0,93722,1,34,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.55,2495.78,0.0,Stayed,,
8695-WDYEA,Male,32,No,0,95928,0,1,None,Yes,Yes,Month-to-Month,No,Credit Card,51.25,90.55,0.0,Joined,,
8696-JKZNU,Female,78,No,0,96007,0,37,Offer C,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,76.25,3838.7000000000003,0.0,Churned,Other,Don't know
8699-ASUFO,Male,72,Yes,0,92567,1,7,None,Yes,Yes,Month-to-Month,Yes,Credit Card,74.4,590.3399999999999,32.46,Churned,Attitude,Attitude of service provider
8701-DGLVH,Male,36,No,0,95624,0,51,None,Yes,No,Two Year,No,Credit Card,20.45,3461.58,0.0,Stayed,,
8705-DWKTI,Male,58,No,0,95543,0,52,None,Yes,Yes,Month-to-Month,Yes,Credit Card,83.8,4709.24,0.0,Stayed,,
8705-WZCYL,Male,40,No,0,92024,0,1,Offer E,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.8,72.25999999999999,0.0,Joined,,
8706-HRADD,Male,29,No,0,94087,0,21,Offer D,No,Yes,Month-to-Month,Yes,Credit Card,43.55,1011.5,0.0,Stayed,,
8707-HOEDG,Female,26,Yes,3,93552,4,70,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.2,8225.5,0.0,Stayed,,
8707-RMEZH,Female,67,Yes,0,91980,6,69,None,Yes,Yes,One Year,No,Credit Card,87.3,8439.5,0.0,Stayed,,
8708-XPXHZ,Female,25,Yes,0,96017,1,42,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,4473.58,0.0,Churned,Competitor,Competitor had better devices
8709-KRDVL,Female,44,No,0,96085,0,33,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.0,3867.41,0.0,Stayed,,
8710-YGLWG,Male,44,No,0,91343,0,1,Offer E,Yes,Yes,Month-to-Month,Yes,Credit Card,44.9,60.66,0.0,Joined,,
8711-LOBKY,Male,50,Yes,1,95463,2,59,None,Yes,No,Two Year,No,Credit Card,19.85,3618.46,0.0,Stayed,,
8713-IGZSO,Male,50,No,0,93906,0,2,Offer E,Yes,No,Month-to-Month,No,Credit Card,24.85,142.5,0.0,Joined,,
8714-CTZJW,Female,24,No,0,95664,0,4,Offer E,Yes,Yes,Month-to-Month,Yes,Credit Card,82.85,398.96000000000004,0.0,Stayed,,
8714-EUHJO,Female,39,Yes,0,96017,1,31,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.15,4194.219999999999,0.0,Churned,Dissatisfaction,Poor expertise of online support
8715-KKTFG,Female,63,Yes,0,95661,6,61,Offer B,Yes,Yes,One Year,Yes,Bank Withdrawal,103.3,7618.18,0.0,Stayed,,
8717-VCTXJ,Male,32,No,0,95065,0,42,None,Yes,No,One Year,Yes,Credit Card,19.55,2872.62,12.16,Stayed,,
8718-PTMEZ,Female,46,No,0,92530,0,13,None,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.05,347.25,0.0,Churned,Other,Don't know
8720-RQSBJ,Male,69,No,0,93202,0,1,Offer E,Yes,Yes,Two Year,No,Bank Withdrawal,44.0,72.67,0.0,Joined,,
8722-NGNBH,Male,25,No,0,91789,0,5,None,No,Yes,Month-to-Month,No,Credit Card,40.0,223.45,0.0,Churned,Competitor,Competitor had better devices
8722-PRFDV,Female,21,Yes,3,90042,10,71,Offer A,Yes,Yes,Two Year,No,Credit Card,77.55,9036.310000000001,0.0,Stayed,,
8725-JEDFD,Male,26,No,0,91302,0,27,None,Yes,Yes,Month-to-Month,Yes,Credit Card,69.05,2737.71,22.72,Stayed,,
8727-JQFHV,Male,60,Yes,2,96025,8,57,None,Yes,No,Two Year,No,Credit Card,20.75,2812.63,0.0,Stayed,,
8727-XDPUD,Male,51,No,0,95829,0,37,None,No,Yes,Two Year,No,Credit Card,35.8,1416.9,0.0,Stayed,,
8728-SKJLR,Male,45,No,0,93549,0,41,Offer B,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.25,3133.38,0.0,Stayed,,
8731-WBBMB,Female,26,Yes,0,92117,7,26,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.9,2370.53,44.86,Stayed,,
8734-DKSTZ,Female,20,Yes,2,92283,0,10,Offer D,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.95,923.6,0.0,Stayed,,
8734-FNWVH,Male,21,Yes,1,91792,6,31,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,59.7,2776.27,0.0,Stayed,,
8735-DCXNF,Male,34,Yes,0,95664,9,10,Offer D,Yes,Yes,Month-to-Month,Yes,Credit Card,54.95,787.35,0.0,Stayed,,
8735-IJJEG,Male,27,Yes,0,91931,6,14,None,Yes,Yes,Month-to-Month,No,Credit Card,50.2,725.5500000000001,0.0,Stayed,,
8735-NBLWT,Male,34,No,2,95631,0,9,Offer E,Yes,No,Month-to-Month,No,Credit Card,20.4,596.57,0.0,Stayed,,
8735-SDUFN,Female,65,Yes,0,93908,5,72,Offer A,Yes,No,Two Year,No,Bank Withdrawal,24.3,2403.66,0.0,Stayed,,
8738-JOKAR,Female,55,No,0,91722,0,42,None,Yes,Yes,One Year,Yes,Credit Card,67.7,4533.6900000000005,0.0,Stayed,,
8739-QOTTN,Female,35,Yes,0,90704,3,2,Offer E,Yes,No,Month-to-Month,No,Credit Card,20.35,52.69,0.0,Joined,,
8739-WWKDU,Male,69,No,0,92109,0,25,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,2657.65,0.0,Churned,Competitor,Competitor had better devices
8739-XNIKG,Female,29,No,0,93301,0,5,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.0,667.2,0.0,Stayed,,
8740-CRYFY,Male,62,No,0,95823,0,1,Offer E,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,102.91,0.0,Churned,Competitor,Competitor offered higher download speeds
8740-XLHDR,Male,30,No,0,95635,0,5,None,No,Yes,Month-to-Month,Yes,Mailed Check,43.25,219.0,0.0,Churned,Dissatisfaction,Network reliability
8741-LQOBK,Female,27,Yes,2,95625,9,46,None,No,Yes,Month-to-Month,No,Bank Withdrawal,35.05,1620.25,0.0,Stayed,,
8745-PVESG,Female,44,No,0,92067,0,57,None,No,Yes,One Year,Yes,Credit Card,41.1,2258.25,0.0,Stayed,,
8746-BFOAJ,Male,79,No,0,92845,0,21,None,Yes,No,One Year,No,Bank Withdrawal,20.5,917.38,0.0,Stayed,,
8746-OQQRW,Male,64,No,0,95449,0,4,Offer E,Yes,No,Month-to-Month,No,Credit Card,25.25,116.66000000000001,0.0,Stayed,,
8747-UDCOI,Female,29,Yes,0,92587,7,65,Offer B,Yes,No,Two Year,No,Bank Withdrawal,19.35,4482.85,0.0,Stayed,,
8748-HFWBO,Male,49,Yes,3,95709,2,19,Offer D,Yes,No,One Year,No,Credit Card,19.9,974.6299999999999,0.0,Stayed,,
8749-CLJXC,Male,56,No,0,93601,0,1,None,Yes,No,Month-to-Month,No,Credit Card,20.05,33.56,0.0,Joined,,
8749-JMNKX,Male,80,Yes,0,90640,1,51,Offer B,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,5880.09,0.0,Churned,Dissatisfaction,Limited range of services
8749-TZYEC,Male,38,Yes,0,92887,1,72,None,Yes,No,Two Year,No,Credit Card,24.8,2862.14,16.26,Stayed,,
8750-QWZAJ,Female,38,Yes,2,92867,1,70,Offer A,Yes,No,Two Year,No,Bank Withdrawal,19.8,4769.55,0.0,Stayed,,
8751-EDEKA,Female,56,Yes,0,92091,7,28,None,Yes,Yes,Month-to-Month,No,Credit Card,89.9,3360.02,0.0,Stayed,,
8752-GHJFU,Male,70,Yes,0,95703,7,71,None,Yes,Yes,One Year,Yes,Bank Withdrawal,92.0,9183.8,0.0,Stayed,,
8752-IMQOS,Male,28,Yes,0,92832,1,5,None,Yes,No,One Year,No,Credit Card,20.1,111.1,0.0,Stayed,,
8752-STIVR,Female,61,No,0,95625,0,4,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,413.42999999999995,0.0,Churned,Dissatisfaction,Limited range of services
8755-IWJHN,Male,73,Yes,0,95545,5,69,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.35,9825.79,0.0,Stayed,,
8755-OGKNA,Female,33,Yes,3,93242,5,57,Offer B,Yes,No,Two Year,No,Bank Withdrawal,19.5,3569.58,19.89,Stayed,,
8756-RDDLT,Female,53,No,0,94577,0,68,None,No,Yes,Month-to-Month,No,Bank Withdrawal,44.95,3085.35,0.0,Stayed,,
8757-TFHHJ,Male,55,No,0,95128,0,1,None,Yes,Yes,Month-to-Month,Yes,Credit Card,49.8,88.00999999999999,0.0,Joined,,
8760-ZRHKE,Female,80,Yes,1,95916,7,71,None,Yes,Yes,One Year,No,Bank Withdrawal,69.2,8432.39,0.0,Stayed,,
8761-NSOBC,Male,41,No,0,95948,0,44,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.55,6286.629999999999,0.0,Churned,Dissatisfaction,Network reliability
8763-KIAFH,Female,37,Yes,0,90603,10,27,None,Yes,No,One Year,Yes,Credit Card,20.55,1149.2199999999998,0.0,Stayed,,
8766-PAFNE,Male,21,Yes,0,94545,6,71,Offer A,Yes,Yes,Two Year,Yes,Credit Card,79.1,7554.27,0.0,Stayed,,
8769-KKTPH,Female,44,Yes,0,90066,2,63,Offer B,Yes,Yes,One Year,Yes,Credit Card,99.65,6401.29,0.0,Stayed,,
8773-HHUOZ,Female,20,No,0,90032,0,17,None,Yes,Yes,Month-to-Month,Yes,Credit Card,64.7,1782.4499999999998,0.0,Churned,Competitor,Competitor offered higher download speeds
8774-GSBUN,Male,40,Yes,0,90222,8,72,None,Yes,No,Two Year,No,Credit Card,25.4,2095.9,0.0,Stayed,,
8775-CEBBJ,Female,40,No,0,92273,0,9,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.2,780.63,0.0,Churned,Competitor,Competitor offered higher download speeds
8775-ERLNB,Male,76,Yes,0,92203,7,1,None,Yes,Yes,Two Year,No,Bank Withdrawal,74.3,92.14,0.0,Joined,,
8775-LHDJH,Female,77,Yes,0,95136,1,1,Offer E,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,103.61999999999999,0.0,Churned,Other,Don't know
8777-MBMTS,Female,65,Yes,0,91791,10,65,Offer B,Yes,Yes,Two Year,Yes,Credit Card,105.85,9097.35,0.0,Stayed,,
8777-PVYGU,Female,36,Yes,0,95225,0,52,Offer B,Yes,Yes,One Year,Yes,Mailed Check,64.3,3630.04,0.0,Stayed,,
8778-LMWTJ,Female,28,No,0,95675,0,9,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,825.6500000000001,0.0,Stayed,,
8779-QRDMV,Male,78,No,0,90022,0,1,None,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.65,59.65,0.0,Churned,Competitor,Competitor offered more data
8779-YIQQA,Male,38,Yes,1,90660,10,21,None,Yes,No,One Year,No,Credit Card,19.8,728.1,0.0,Stayed,,
8780-IHCRN,Male,23,Yes,2,95448,5,63,None,Yes,No,Two Year,No,Credit Card,24.65,3396.46,0.0,Stayed,,
8780-IXSTS,Female,53,No,0,92109,0,6,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,528.1999999999999,0.0,Churned,Competitor,Competitor made better offer
8780-RSYYU,Female,42,No,0,95620,0,25,Offer C,Yes,No,Month-to-Month,Yes,Credit Card,19.2,682.1,0.0,Stayed,,
8780-YRMTT,Female,64,No,0,94599,0,66,Offer A,No,Yes,Two Year,Yes,Mailed Check,47.4,3177.25,0.0,Stayed,,
8782-LKFPK,Male,50,No,0,92223,0,44,None,Yes,Yes,Month-to-Month,Yes,Credit Card,90.4,6039.48,0.0,Stayed,,
8782-NUUOL,Male,62,No,0,95934,0,60,None,Yes,Yes,One Year,No,Credit Card,79.0,6908.900000000001,0.0,Stayed,,
8784-CGILN,Female,34,No,0,91356,0,18,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,2433.77,0.0,Churned,Dissatisfaction,Product dissatisfaction
8785-CJSHH,Female,22,Yes,0,95691,9,60,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,8054.55,0.0,Stayed,,
8785-EPNCG,Male,42,No,0,95815,0,11,None,Yes,No,Month-to-Month,No,Credit Card,23.15,585.21,0.0,Churned,Competitor,Competitor made better offer
8788-DOXSU,Male,46,No,0,93225,0,59,None,Yes,Yes,One Year,Yes,Bank Withdrawal,61.35,4217.8,0.0,Stayed,,
8791-GFXLZ,Male,58,No,0,95127,0,12,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.05,1130.4099999999999,29.32,Stayed,,
8792-AOROI,Female,23,Yes,0,91741,1,8,Offer E,Yes,Yes,Two Year,No,Credit Card,65.5,753.79,0.0,Stayed,,
8799-OXZMD,Female,35,No,0,90048,0,28,Offer C,No,Yes,Month-to-Month,Yes,Credit Card,29.75,790.7,0.0,Stayed,,
8800-JOOCF,Female,56,No,1,92028,0,12,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,1180.75,0.0,Stayed,,
8800-ZKRFW,Female,62,Yes,2,95466,9,30,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.5,3979.3,0.0,Stayed,,
8802-UNOJF,Male,65,No,0,95466,0,12,Offer D,Yes,Yes,Month-to-Month,Yes,Credit Card,83.8,1453.31,44.58,Churned,Competitor,Competitor had better devices
8805-JNRAZ,Female,44,No,0,92646,0,2,Offer E,Yes,Yes,Month-to-Month,No,Credit Card,49.2,162.26,0.0,Joined,,
8806-EAGWC,Male,25,No,0,96071,0,3,Offer E,Yes,Yes,Month-to-Month,No,Credit Card,55.15,227.46,0.0,Churned,Dissatisfaction,Network reliability
8807-ARQET,Female,59,No,0,95222,0,41,Offer B,No,Yes,Month-to-Month,Yes,Bank Withdrawal,40.35,1677.85,0.0,Stayed,,
8807-OPMBM,Female,36,Yes,3,91320,1,55,Offer B,Yes,No,Two Year,Yes,Credit Card,25.65,1467.2,0.0,Stayed,,
8808-ELEHO,Male,66,No,0,95356,0,8,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.25,626.11,0.0,Churned,Price,Price too high
8809-RIHDD,Male,47,Yes,0,95827,1,72,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.4,7593.69,0.0,Churned,Price,Lack of affordable download/upload speed
8809-XKHMD,Male,62,Yes,0,95828,5,72,Offer A,Yes,Yes,Two Year,Yes,Bank Withdrawal,100.55,10481.58,0.0,Stayed,,
8812-ZRHFP,Female,53,Yes,3,94133,0,30,Offer C,Yes,Yes,One Year,No,Bank Withdrawal,86.45,3990.9500000000003,0.0,Stayed,,
8815-LMFLX,Male,61,Yes,4,94553,8,25,Offer C,Yes,No,Month-to-Month,Yes,Bank Withdrawal,-8.0,1035.85,0.0,Stayed,,
8816-VXNZD,Female,36,No,0,92118,0,1,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,81.03999999999999,0.0,Churned,Dissatisfaction,Lack of self-service on Website
8818-DOPVL,Female,65,No,0,94530,0,46,Offer B,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.45,6757.67,36.78,Stayed,,
8818-XYFCQ,Male,39,Yes,0,94598,1,32,Offer C,Yes,Yes,Month-to-Month,Yes,Credit Card,-8.0,4388.89,35.82,Churned,Competitor,Competitor made better offer
8819-IMISP,Male,43,No,0,92373,0,31,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,3578.27,0.0,Stayed,,
8819-WFGGJ,Male,42,Yes,0,95950,7,68,Offer A,No,Yes,Two Year,Yes,Bank Withdrawal,54.1,3794.5,0.0,Stayed,,
8819-ZBYNA,Female,51,Yes,0,92562,6,58,None,Yes,Yes,Two Year,Yes,Credit Card,109.1,8548.349999999999,0.0,Stayed,,
8821-KVZKQ,Female,52,Yes,2,95437,1,70,Offer A,No,Yes,One Year,Yes,Bank Withdrawal,58.4,4113.15,32.53,Stayed,,
8821-XNHVZ,Female,53,Yes,0,92109,1,1,None,Yes,Yes,Month-to-Month,Yes,Mailed Check,80.05,119.84,0.0,Churned,Competitor,Competitor made better offer
8822-KNBHV,Female,30,No,0,90011,0,48,None,Yes,Yes,One Year,Yes,Credit Card,83.45,6072.33,0.0,Stayed,,
8823-RLPWL,Female,24,Yes,0,93560,5,72,Offer A,Yes,Yes,Two Year,Yes,Credit Card,110.65,11032.77,0.0,Stayed,,
8824-RWFXJ,Male,21,Yes,0,95062,1,3,Offer E,Yes,Yes,Month-to-Month,Yes,Mailed Check,56.15,256.02,0.0,Churned,Competitor,Competitor had better devices
